Periodo;Provincia;TODOS LOS REGIMENES Total Sexo;TODOS LOS REGIMENES Mujer;TODOS LOS REGIMENES Varon;REGIMEN GENERAL Total Sexo;REGIMEN GENERAL Mujer;REGIMEN GENERAL Varon;R.G.(S.E.AGRARIO) Total Sexo;R.G.(S.E.AGRARIO) Mujer;R.G.(S.E.AGRARIO) Varon;R.G.(S.E. EM. HOGAR) Total Sexo;R.G.(S.E. EM. HOGAR) Mujer;R.G.(S.E. EM. HOGAR) Varon;R.E.AUTONOMOS (NO SETA) Total Sexo;R.E.AUTONOMOS (NO SETA) Mujer;R.E.AUTONOMOS (NO SETA) Varon;REG.E. AUTONOMOS (SETA) Total Sexo;REG.E. AUTONOMOS (SETA) Mujer;REG.E. AUTONOMOS (SETA) Varon;R.E.MAR(CUENTA AJENA) Total Sexo;R.E.MAR(CUENTA AJENA) Mujer;R.E.MAR(CUENTA AJENA) Varon;R.E.MAR(C. PROPIA) Total Sexo;R.E.MAR(C. PROPIA) Mujer;R.E.MAR(C. PROPIA) Varon;R.E. MINERIA CARBON Total Sexo;R.E. MINERIA CARBON Mujer;R.E. MINERIA CARBON Varon
201805;12. Castellon;227758.14;100415.41;127342.73;174810.41;79675.41;95135.00;6375.27;781.18;5594.09;4076.41;3951.77;124.64;39026.86;15112.91;23913.95;2230.09;823.23;1406.86;1064.14;67.91;996.23;174.95;3.00;171.95;0.00;0.00;0.00
201805;13. Ciudad Real;160946.73;65122.18;95824.55;112943.91;49960.73;62983.18;9135.09;1231.14;7903.95;3053.55;2974.27;79.27;31229.73;10086.14;21143.59;4571.50;866.91;3704.59;0.00;0.00;0.00;0.00;0.00;0.00;12.95;3.00;9.95
201805;14. Cordoba;294808.27;137784.64;157022.64;174302.68;81191.23;93111.45;64302.36;35390.50;28911.86;3767.86;3658.64;108.23;49123.23;16554.32;32568.91;3312.14;989.95;2322.18;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201805;15. Coruna;426797.64;208351.09;218446.55;320980.18;159002.77;161977.41;1896.55;457.09;1439.45;11729.09;11445.68;283.41;77492.82;30679.05;46813.77;8948.86;5559.68;3389.18;3182.50;184.64;2997.86;2567.64;1022.18;1545.45;0.00;0.00;0.00
201805;16. Cuenca;73213.09;30017.18;43195.91;47308.95;21708.68;25600.27;5207.32;1367.45;3839.86;1337.27;1300.82;36.45;14660.73;4600.32;10060.41;4698.82;1039.91;3658.91;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201805;17. Girona;326261.82;149092.59;177169.23;252573.50;121499.41;131074.09;3360.36;450.82;2909.55;5325.55;4729.95;595.59;61898.32;21733.45;40164.86;1643.59;482.05;1161.55;1178.27;175.91;1002.36;282.23;21.00;261.23;0.00;0.00;0.00
201805;18. Granada;327231.14;157841.05;169390.09;205171.64;99715.14;105456.50;52962.55;30307.14;22655.41;5727.41;5545.68;181.73;58140.50;20753.27;37387.23;5013.86;1509.14;3504.73;170.73;9.68;161.05;44.45;1.00;43.45;0.00;0.00;0.00
201805;19. Guadalajara;90989.59;39998.82;50990.77;72677.36;33249.27;39428.09;1624.55;432.27;1192.27;1616.32;1572.32;44.00;13640.09;4523.41;9116.68;1431.27;221.55;1209.73;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201805;20. Gipuzkoa;318057.82;148454.18;169602.64;238947.45;114995.64;123951.82;579.55;85.55;494.00;10353.64;9883.59;470.05;65743.05;22760.18;42981.86;1303.64;634.55;669.09;922.23;47.64;874.59;208.27;47.05;161.23;0.00;0.00;0.00
201805;21. Huelva;246725.77;124792.45;121932.32;112200.05;51425.50;60773.55;103872.82;62359.68;41513.14;1543.41;1484.73;58.68;25614.32;8922.82;16691.50;1833.23;552.09;1281.14;1352.45;45.59;1306.86;309.50;2.05;307.45;0.00;0.00;0.00
201805;22. Huesca;97222.18;41941.36;55280.77;66277.73;31529.82;34747.91;7020.82;1391.32;5629.50;1578.32;1535.82;42.45;18678.45;6539.59;12138.86;3666.86;944.82;2722.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201805;23. Jaen;230982.00;104129.27;126852.73;130053.55;58985.00;71068.55;57813.27;29426.73;28386.55;2188.86;2126.05;62.82;37088.55;12629.05;24459.50;3837.77;962.45;2875.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201805;24. Leon;157333.45;75881.05;81450.41;114317.36;58280.14;56037.23;1294.00;224.82;1069.18;3448.64;3335.95;112.68;32009.18;11908.23;20098.95;5904.91;2122.91;3782.00;0.00;0.00;0.00;0.00;0.00;0.00;359.36;9.00;350.36
201805;25. Lleida;186074.64;80652.82;105421.82;133673.68;63575.50;70098.18;10556.86;1405.64;9151.23;2472.59;2399.00;73.59;33410.05;11869.32;21540.73;5960.45;1403.36;4557.09;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00
201805;26. Rioja;128586.36;59851.45;68734.91;94305.09;46509.64;47795.45;5007.18;1342.91;3664.27;2938.95;2863.86;75.09;22773.64;8352.05;14421.59;3561.50;783.00;2778.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201805;27. Lugo;121373.73;58590.73;62783.00;79272.18;39882.23;39389.95;1856.77;356.32;1500.45;3560.77;3487.27;73.50;24765.27;9267.18;15498.09;10406.14;5471.59;4934.55;1327.59;73.14;1254.45;185.00;53.00;132.00;0.00;0.00;0.00
201805;28. Madrid;3125504.09;1495576.68;1629920.55;2612157.27;1248790.05;1363364.23;1988.68;346.41;1642.27;110527.64;105583.18;4940.59;395805.32;139801.91;256003.41;1135.95;292.82;843.14;3882.59;761.32;3121.27;5.64;0.00;5.64;1.00;1.00;0.00
201805;29. Malaga;610426.45;286559.32;323865.14;448047.86;214712.18;233334.68;32603.64;18523.23;14080.41;12226.05;11315.00;911.05;114053.36;41297.91;72754.45;2337.45;624.77;1712.68;942.68;73.27;869.41;215.41;12.95;202.45;0.00;0.00;0.00
201805;30. Murcia;585546.41;248968.27;336576.14;386308.41;176127.86;210178.55;87143.95;26169.09;60974.86;11774.41;11380.91;393.50;93895.41;33205.41;60690.00;5253.91;2037.50;3216.41;1024.23;40.50;983.73;146.09;7.00;139.09;0.00;0.00;0.00
201805;31. Navarra;281745.64;128204.09;153541.55;219944.68;102907.27;117037.41;6348.77;1222.73;5126.05;7572.41;7316.73;255.68;43628.86;15665.18;27963.68;4250.91;1092.18;3158.73;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201805;32. Ourense;102149.73;48792.41;53356.32;73577.45;35838.45;37738.00;371.55;55.00;316.55;3281.00;3186.59;94.41;22953.32;8602.41;14350.91;1966.41;1109.95;856.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201805;33. Asturias;362631.91;174873.59;187757.32;274706.05;135247.82;139457.23;1085.68;193.95;891.73;8787.91;8452.55;335.36;66574.91;26540.00;40034.91;8178.77;4187.59;3991.18;1105.18;50.41;1054.77;427.68;49.50;378.18;1765.73;151.77;1613.95
201805;34. Palencia;64593.55;28120.09;36473.45;49033.41;22835.50;26197.91;928.14;102.86;825.27;992.68;973.14;19.55;10975.82;3720.41;7255.41;2655.59;488.18;2167.41;0.00;0.00;0.00;0.00;0.00;0.00;7.91;0.00;7.91
201805;35. Palmas;420507.82;193222.09;227284.73;342459.36;163560.68;178897.68;6023.18;2284.86;3738.32;5862.41;5452.05;410.36;61543.91;21138.77;40405.14;871.91;265.18;606.73;3449.00;505.00;2944.00;298.05;15.55;282.50;0.00;0.00;0.00
201805;36. Pontevedra;347769.77;165562.95;182205.82;256810.64;125324.77;131485.86;1263.68;494.41;769.27;8838.77;8671.18;167.59;63617.64;25193.00;38423.64;3551.36;2224.14;1327.23;7084.77;743.91;6340.86;6602.91;2911.55;3691.36;0.00;0.00;0.00
201805;37. Salamanca;117910.05;53578.68;64330.36;86193.36;42463.73;43728.64;1895.41;152.00;1743.41;2776.36;2694.95;81.41;22876.59;7621.09;15255.50;4168.32;646.91;3521.41;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201805;38. Santa Cruz de Tenerife;370018.00;173456.55;196561.45;295471.00;144549.59;150921.41;6948.27;1918.86;5029.41;4496.41;4230.23;266.18;58698.41;21972.36;36726.05;1790.64;412.23;1378.41;2314.36;367.41;1946.95;298.91;5.86;293.05;0.00;0.00;0.00
201805;39. Cantabria;214416.00;101149.91;113265.09;164886.27;79743.68;85142.59;709.59;90.82;618.77;5398.91;5203.36;195.55;37796.73;14142.50;23653.23;4170.14;1835.91;2334.23;1157.91;74.18;1083.73;296.45;59.45;237.00;0.00;0.00;0.00
201805;40. Segovia;60374.59;26810.55;33564.05;42656.82;20549.91;22106.91;1672.32;627.50;1044.82;1348.18;1281.50;66.68;12454.50;4032.82;8421.68;2242.77;318.82;1923.95;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201805;41. Sevilla;719795.36;333243.27;386550.59;508849.95;232726.27;276122.68;88630.68;50348.32;38282.36;13374.23;12957.77;415.95;106427.91;36512.41;69915.50;2132.23;659.05;1473.18;337.91;39.45;298.45;42.45;0.00;42.45;0.00;0.00;0.00
201805;42. Soria;38735.64;16795.50;21940.14;29390.82;13662.68;15728.14;570.86;106.50;464.36;798.77;783.50;15.27;6259.59;2036.18;4223.41;1715.59;206.64;1508.95;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201805;43. Tarragona;311243.00;141843.14;169398.45;244159.41;116662.14;127495.86;6613.59;1345.68;5267.91;4042.64;3825.45;217.18;51018.27;18832.18;32186.09;3584.91;997.05;2587.86;1498.64;167.77;1330.86;325.55;12.86;312.68;0.00;0.00;0.00
201805;44. Teruel;54289.77;23509.23;30780.55;38494.86;17762.91;20731.95;1351.68;271.09;1080.59;843.41;823.82;19.59;10132.91;3622.77;6510.14;3373.91;1025.64;2348.27;0.00;0.00;0.00;0.00;0.00;0.00;93.00;3.00;90.00
201805;45. Toledo;221045.86;90698.68;130346.18;161999.23;71238.50;90760.73;5908.41;879.95;5028.45;3442.45;3273.45;168.00;46198.68;14588.77;31609.91;3497.09;718.00;2779.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201805;46. Valencia;978614.73;443840.59;534772.55;753041.09;357016.55;396023.95;25944.23;4122.50;21821.73;19221.05;18476.73;743.32;172740.32;62800.95;109939.36;4733.00;969.27;3763.73;2817.55;446.59;2370.95;117.50;8.00;109.50;0.00;0.00;0.00
201805;47. Valladolid;212856.95;98064.05;114792.91;168816.36;81000.50;87815.86;2979.05;607.95;2371.09;4427.73;4328.86;98.86;33662.73;11731.18;21931.55;2971.09;395.55;2575.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201805;48. Bizkaia;475911.36;228526.32;247378.50;371193.50;178695.23;192496.27;898.23;89.86;808.36;16295.09;15591.82;699.55;83528.41;33331.59;50196.00;1175.32;547.05;628.27;2676.68;216.77;2459.91;144.14;54.00;90.14;0.00;0.00;0.00
201805;49. Zamora;57326.55;25392.91;31932.64;37531.14;18916.68;18613.45;1394.18;202.23;1191.95;969.41;943.64;25.77;13546.73;4605.82;8940.91;3885.09;724.55;3160.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201805;50. Zaragoza;416112.23;191723.77;224387.77;326996.64;155903.64;171093.00;10197.82;2296.50;7901.32;9553.00;9267.86;284.45;64862.59;23225.59;41637.00;4478.18;1025.18;3453.00;0.00;0.00;0.00;0.00;0.00;0.00;24.00;5.00;19.00
201805;51. Ceuta;22074.73;10248.36;11826.36;17044.82;7717.18;9327.64;4.00;1.00;3.00;1296.50;1247.00;49.50;3505.55;1268.59;2236.95;0.00;0.00;0.00;214.91;14.59;200.32;8.95;0.00;8.95;0.00;0.00;0.00
201805;52. Melilla;23209.41;10921.05;12288.36;16912.09;8099.32;8812.77;4.91;2.00;2.91;1589.45;1532.05;57.41;4621.14;1272.32;3348.82;0.00;0.00;0.00;81.82;15.36;66.45;0.00;0.00;0.00;0.00;0.00;0.00
201806;Total Nacional;19006990.19;8779116.62;10227831.48;14457661.71;6873851.38;7583788.24;787068.90;330962.86;456106.05;419369.14;400110.29;19246.86;3084641.90;1103495.33;1981139.57;188916.00;60158.95;128756.05;53086.86;6024.19;47062.67;13994.33;4341.81;9652.52;2251.33;171.81;2079.52
201806;1. Alava;158667.10;70707.76;87958.33;132735.52;60017.05;72717.48;1839.19;244.29;1594.90;3182.05;3061.43;120.62;19022.29;6810.62;12211.67;1888.05;574.38;1313.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201806;2. Albacete;140106.76;57530.71;82575.05;93911.38;42702.19;51209.19;13702.71;3279.81;10422.90;2435.67;2356.81;78.86;27179.81;8672.62;18506.19;2877.19;519.29;2357.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201806;3. Alicante;658028.62;296854.43;361172.29;498806.48;235764.57;263040.00;16988.19;5601.86;11386.33;9643.81;9111.48;532.33;127122.86;44994.76;82128.10;2826.52;894.81;1931.71;2388.33;483.95;1904.38;252.43;3.00;249.43;0.00;0.00;0.00
201806;4. Almeria;278598.38;119362.19;159236.19;168294.00;79381.10;88912.90;48180.00;15974.24;32205.76;2889.48;2783.10;106.38;42811.05;15793.10;27017.95;15356.95;5377.19;9979.76;909.05;47.48;861.57;157.86;6.00;151.86;0.00;0.00;0.00
201806;5. Avila;53395.52;23945.33;29450.19;36491.38;18252.05;18239.33;1357.38;339.19;1018.19;1126.19;1067.43;58.76;11737.38;3766.00;7971.38;2683.19;520.67;2162.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201806;6. Badajoz;248852.67;108599.95;140252.71;153984.81;73653.90;80330.90;42894.52;16877.62;26016.90;2898.48;2816.76;81.71;42654.62;13993.19;28661.43;6420.24;1258.48;5161.76;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201806;7. Baleares;568689.19;266586.24;302102.95;455339.38;221992.76;233346.62;2899.33;405.81;2493.52;10737.19;9226.76;1510.43;95149.62;33911.71;61237.90;1356.05;508.71;847.33;2775.00;511.48;2263.52;432.62;29.00;403.62;0.00;0.00;0.00
201806;8. Barcelona;2581225.43;1223959.00;1357264.19;2121064.38;1030771.48;1090291.90;5496.86;970.33;4526.52;53319.52;50252.24;3066.05;395244.33;140921.76;254322.57;2408.43;604.00;1804.43;3493.33;430.10;3063.24;198.57;9.10;189.48;0.00;0.00;0.00
201806;9. Burgos;148582.76;65921.52;82661.24;116249.43;53286.00;62963.43;1343.71;204.19;1139.52;2915.19;2816.43;98.76;23742.81;8444.00;15298.81;4331.62;1170.90;3160.71;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201806;10. Caceres;146694.43;66396.10;80297.33;90072.71;44609.00;45463.71;22609.48;9099.19;13510.29;2109.62;2020.24;89.38;27100.52;9409.29;17691.24;4802.10;1258.38;3542.71;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201806;11. Cadiz;376197.76;167598.95;208598.81;278138.43;127359.24;150779.19;28366.29;14741.52;13624.76;4299.76;4045.00;254.76;58664.57;20815.90;37848.67;1658.76;421.57;1237.19;4784.81;202.71;4582.10;285.14;13.00;272.14;0.00;0.00;0.00
201806;12. Castellon;227943.67;100075.43;127868.24;175904.67;79387.05;96517.62;5270.19;672.81;4597.38;4073.14;3947.76;125.38;39217.24;15171.62;24045.62;2233.19;822.81;1410.38;1069.86;69.90;999.95;175.38;3.48;171.90;0.00;0.00;0.00
201806;13. Ciudad Real;162596.19;65658.05;96938.14;113925.52;50211.43;63714.10;9715.05;1481.00;8234.05;3028.52;2957.19;71.33;31352.19;10140.67;21211.52;4562.90;864.76;3698.14;0.00;0.00;0.00;0.00;0.00;0.00;12.00;3.00;9.00
201806;14. Cordoba;293390.24;136325.33;157063.90;173132.86;79601.00;93531.86;63925.24;35496.14;28429.10;3787.10;3676.81;109.29;49233.81;16559.86;32673.95;3311.24;991.52;2319.71;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201806;15. Coruna;428737.81;209241.57;219496.24;322747.71;159849.62;162898.10;1909.90;457.62;1452.29;11728.81;11448.90;279.90;77698.14;30765.24;46932.90;8905.33;5526.52;3378.81;3212.19;180.62;3031.57;2535.71;1013.05;1522.67;0.00;0.00;0.00
201806;16. Cuenca;77262.90;31436.57;45826.33;48244.48;22056.38;26188.10;8373.90;2470.38;5903.52;1333.29;1294.62;38.67;14607.05;4578.19;10028.86;4704.19;1037.00;3667.19;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201806;17. Girona;334951.52;152801.38;182150.14;260517.90;124999.10;135518.81;3553.71;444.86;3108.86;5318.67;4734.10;584.57;62305.62;21908.05;40397.57;1642.52;479.00;1163.52;1325.14;214.29;1110.86;287.95;22.00;265.95;0.00;0.00;0.00
201806;18. Granada;325578.10;156102.00;169476.10;203998.57;98390.67;105607.90;52288.33;29848.19;22440.14;5673.19;5496.48;176.71;58341.33;20838.76;37502.57;5056.76;1514.38;3542.38;177.43;12.52;164.90;42.48;1.00;41.48;0.00;0.00;0.00
201806;19. Guadalajara;92037.81;40339.48;51698.33;73879.52;33669.29;40210.24;1451.76;358.76;1093.00;1607.95;1563.05;44.90;13670.48;4528.71;9141.76;1428.10;219.67;1208.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201806;20. Gipuzkoa;319214.81;148177.33;171037.43;239955.62;114662.67;125292.95;585.10;88.29;496.81;10377.67;9904.38;473.29;65836.05;22792.38;43043.62;1300.14;633.52;666.62;951.81;49.10;902.71;208.43;47.00;161.43;0.00;0.00;0.00
201806;21. Huelva;222040.52;107155.05;114884.48;114005.38;52159.33;61845.05;77032.81;43917.19;33115.62;1542.48;1483.19;59.29;25829.05;9000.29;16828.76;1812.38;545.14;1267.24;1497.76;47.90;1449.86;320.67;2.00;318.67;0.00;0.00;0.00
201806;22. Huesca;100361.76;43243.86;57116.90;68264.95;32628.95;35636.00;8075.38;1546.67;6528.71;1591.71;1544.76;45.95;18762.57;6576.52;12186.05;3667.14;946.95;2720.19;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201806;23. Jaen;230765.86;103814.19;126951.67;130356.81;58673.76;71683.05;57105.67;29407.38;27698.29;2181.81;2114.90;66.90;37222.71;12641.05;24581.67;3898.86;977.10;2921.76;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201806;24. Leon;158414.29;76179.33;82232.95;115395.81;58596.24;56799.57;1249.33;214.95;1034.38;3424.10;3313.14;110.95;32077.76;11928.57;20147.19;5889.95;2116.86;3773.10;0.00;0.00;0.00;0.00;0.00;0.00;377.33;9.57;367.76
201806;25. Lleida;192323.86;82878.29;109445.57;137371.00;65453.67;71917.33;13050.14;1722.67;11327.48;2462.67;2388.05;74.62;33494.52;11915.52;21579.00;5944.52;1398.38;4546.14;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00
201806;26. Rioja;128931.76;59619.24;69312.52;94241.19;46242.81;47998.38;5386.52;1382.62;4003.90;2939.10;2863.81;75.29;22814.71;8350.10;14464.62;3550.24;779.90;2770.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201806;27. Lugo;122408.33;59098.14;63310.19;80281.62;40379.00;39902.62;1914.00;396.62;1517.38;3538.05;3466.52;71.52;24787.52;9283.81;15503.71;10378.67;5446.14;4932.52;1321.38;73.05;1248.33;187.10;53.00;134.10;0.00;0.00;0.00
201806;28. Madrid;3133385.95;1492551.19;1640829.76;2618600.67;1245269.19;1373328.48;2110.48;398.24;1712.24;110346.76;105442.05;4902.71;397153.29;140322.90;256830.38;1138.76;296.67;842.10;4026.76;821.14;3205.62;8.24;0.00;8.24;1.00;1.00;0.00
201806;29. Malaga;619778.19;289667.57;330108.62;457009.57;217605.24;239403.33;32056.52;18345.52;13711.00;12208.33;11302.48;905.86;114941.62;41691.90;73248.71;2338.90;630.33;1708.57;1005.38;80.00;925.38;217.86;12.10;205.76;0.00;0.00;0.00
201806;30. Murcia;583861.52;248943.81;334915.95;387208.57;176085.52;211121.29;84273.00;26144.90;58128.10;11681.38;11303.52;377.86;94221.62;33313.90;60907.71;5245.95;2038.76;3207.19;1087.86;50.19;1037.67;143.14;7.00;136.14;0.00;0.00;0.00
201806;31. Navarra;282065.38;127629.43;154435.95;220766.48;102526.48;118240.00;5877.86;1104.14;4773.71;7504.29;7250.62;253.67;43664.62;15661.00;28003.62;4252.14;1087.19;3164.95;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201806;32. Ourense;103026.90;49085.52;53940.38;74373.76;36113.71;38259.05;430.52;80.90;349.62;3252.43;3165.33;87.10;23006.71;8623.71;14383.00;1963.48;1101.86;861.62;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201806;33. Asturias;364035.29;175232.52;188801.76;276066.38;135599.14;140466.24;1101.19;196.38;904.81;8781.57;8451.62;329.95;66725.48;26566.95;40158.52;8141.00;4171.19;3969.81;1066.81;48.62;1018.19;416.76;48.38;368.38;1736.10;150.24;1585.86
201806;34. Palencia;65152.76;28291.67;36861.10;49599.05;23024.62;26574.43;928.19;103.19;825.00;983.24;961.43;21.81;10982.00;3714.71;7267.29;2653.29;487.71;2165.57;0.00;0.00;0.00;0.00;0.00;0.00;7.00;0.00;7.00
201806;35. Palmas;420826.57;192937.71;227887.86;342749.24;163334.19;179414.05;5748.62;2125.67;3622.95;5856.76;5445.33;411.43;61801.14;21219.43;40581.71;870.90;263.52;607.38;3501.57;533.57;2968.00;298.33;16.00;282.33;0.00;0.00;0.00
201806;36. Pontevedra;352326.24;167610.62;184714.62;260937.05;127181.62;133755.43;1318.67;511.76;806.90;8794.71;8625.76;168.95;64004.43;25382.00;38621.43;3532.57;2206.00;1326.57;7120.19;787.71;6332.48;6618.62;2915.76;3702.86;0.00;0.00;0.00
201806;37. Salamanca;118986.95;54002.14;64983.81;87207.57;42871.48;44335.10;1907.10;152.76;1754.33;2777.71;2695.29;82.43;22927.57;7633.19;15294.38;4167.00;649.43;3517.57;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201806;38. Santa Cruz de Tenerife;370466.67;173246.86;197219.38;295575.38;144219.33;151355.62;7041.24;1947.14;5094.10;4496.43;4231.19;265.24;58904.76;22044.62;36860.14;1807.67;418.33;1389.33;2337.29;380.24;1957.05;303.90;6.00;297.90;0.00;0.00;0.00
201806;39. Cantabria;216688.14;102017.57;114669.57;167136.71;80602.81;86533.90;696.67;98.95;597.71;5400.24;5211.81;188.43;37857.33;14139.43;23716.90;4156.43;1827.67;2328.76;1148.52;76.43;1072.10;292.24;60.48;231.76;0.00;0.00;0.00
201806;40. Segovia;61019.14;27027.76;33991.38;43037.48;20593.05;22444.43;1928.29;807.48;1120.81;1332.57;1268.76;63.81;12474.19;4040.57;8433.62;2246.62;317.90;1928.71;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201806;41. Sevilla;717360.67;330523.24;386834.71;506739.52;230055.48;276683.05;88032.05;50245.95;37786.10;13367.29;12957.00;409.52;106698.62;36565.81;70131.86;2134.48;660.76;1473.71;347.86;38.24;309.62;40.86;0.00;40.86;0.00;0.00;0.00
201806;42. Soria;39243.10;16944.38;22298.71;29798.38;13805.81;15992.57;664.57;115.52;549.05;796.57;781.52;15.05;6267.24;2035.48;4231.76;1716.33;206.05;1510.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201806;43. Tarragona;317975.71;144991.14;172982.57;250386.14;119574.00;130810.14;6840.33;1443.62;5396.71;4052.52;3834.38;218.14;51256.52;18952.29;32304.24;3575.33;991.14;2584.19;1550.33;182.71;1367.62;314.52;13.00;301.52;0.00;0.00;0.00
201806;44. Teruel;55148.19;23909.19;31239.00;38987.24;18007.90;20979.33;1684.14;416.57;1267.57;847.29;827.67;19.62;10161.05;3630.86;6530.19;3375.57;1023.19;2352.38;0.00;0.00;0.00;0.00;0.00;0.00;92.90;3.00;89.90
201806;45. Toledo;222268.10;90938.62;131328.48;163080.57;71441.29;91639.29;5911.86;877.52;5034.33;3433.10;3265.62;166.48;46357.86;14638.67;31719.19;3484.71;715.52;2769.19;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201806;46. Valencia;974455.24;439826.52;534626.71;752326.86;353278.52;399047.33;22042.29;3517.71;18524.57;19205.24;18466.43;737.81;173241.33;63131.57;110109.76;4721.81;967.67;3754.14;2816.43;457.14;2359.29;101.29;7.48;93.81;0.00;0.00;0.00
201806;47. Valladolid;213828.19;98296.14;115532.05;169517.67;81117.57;88400.10;3193.43;690.67;2502.76;4420.05;4320.95;99.10;33726.86;11770.05;21956.81;2970.19;396.90;2573.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201806;48. Bizkaia;475901.10;227134.71;248760.38;370794.95;177236.76;193556.19;901.57;93.10;808.48;16302.52;15600.67;697.86;83717.71;33393.90;50323.81;1173.00;542.24;630.76;2865.10;214.05;2651.05;146.24;54.00;92.24;0.00;0.00;0.00
201806;49. Zamora;57938.71;25620.90;32316.81;38107.57;19149.95;18956.62;1415.95;208.24;1207.71;957.43;932.29;25.14;13584.05;4608.48;8975.57;3873.71;721.95;3151.76;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201806;50. Zaragoza;420409.76;192261.29;228148.48;326943.43;154989.57;171953.86;14388.86;3688.95;10699.90;9491.81;9210.29;281.52;65080.76;23338.57;41742.19;4480.90;1028.90;3452.00;0.00;0.00;0.00;0.00;0.00;0.00;24.00;5.00;19.00
201806;51. Ceuta;22019.90;10195.62;11824.29;16986.38;7661.33;9325.05;3.71;1.00;2.71;1305.95;1254.19;51.76;3495.33;1263.62;2231.71;0.00;0.00;0.00;220.52;15.48;205.05;8.00;0.00;8.00;0.00;0.00;0.00
201806;52. Melilla;22823.76;10623.05;12200.71;16413.57;7756.52;8657.05;7.10;2.76;4.33;1607.76;1548.76;59.00;4709.19;1299.43;3409.76;0.00;0.00;0.00;86.14;15.57;70.57;0.00;0.00;0.00;0.00;0.00;0.00
201807;Total Nacional;19042809.68;8739995.05;10302772.77;14546971.23;6862207.82;7684742.05;741359.64;311242.18;430117.45;415797.68;396664.68;19121.00;3078591.05;1098829.86;1979753.68;188578.23;59996.86;128580.36;55197.32;6541.64;48655.68;14105.41;4340.95;9764.45;2209.14;171.05;2038.09
201807;1. Alava;156683.23;69578.82;87103.41;131744.41;59144.36;72599.05;946.00;85.86;860.14;3145.27;3019.59;125.68;18963.91;6755.73;12208.18;1883.64;573.27;1310.36;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201807;2. Albacete;142048.55;58546.18;83501.36;95817.23;43587.68;52229.55;13873.23;3519.59;10353.64;2391.55;2314.68;76.86;27100.09;8608.14;18490.95;2866.45;516.09;2350.36;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201807;3. Alicante;664988.14;299023.00;365963.14;506860.41;238393.09;268465.32;15829.23;5232.86;10596.36;9543.59;9025.05;518.55;127016.27;44930.32;82085.95;2818.95;891.41;1927.55;2648.86;547.27;2101.59;270.82;3.00;267.82;0.00;0.00;0.00
201807;4. Almeria;271794.27;115765.23;156029.05;164313.73;75967.36;88346.36;45339.00;15826.64;29512.36;2860.00;2757.32;102.68;42872.18;15792.41;27079.77;15279.45;5362.73;9916.73;971.77;52.77;919.00;158.14;6.00;152.14;0.00;0.00;0.00
